0	0	0
0	0	0
0	0	0
143	143	0
0	0	0
0	0	0
426	426	426
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
143	143	0
143	143	426
426	143	426
426	143	426
426	143	426
143	143	426
143	143	426
426	143	426
426	426	426
426	426	426
143	143	426
143	143	426
143	143	426
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
143	143	426
0	0	0
0	0	0
0	0	0
0	0	0
143	143	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
143	143	426
694	426	694
694	781	694
694	781	694
694	781	694
694	426	694
426	426	426
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
143	143	426
426	426	426
694	781	694
1061	781	694
1061	781	694
1061	781	694
1061	781	694
694	426	694
143	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
143	143	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
694	426	694
426	143	426
143	143	0
426	426	426
143	143	426
143	143	426
143	143	426
694	426	694
0	0	0
426	143	426
0	0	0
0	0	0
143	143	0
0	0	0
426	143	426
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
426	426	426
143	143	426
426	426	426
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
426	143	426
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
694	426	694
0	0	0
0	0	0
426	426	426
426	426	426
426	143	426
426	426	426
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
694	426	694
143	143	426
0	0	0
0	0	0
0	0	0
0	0	0
143	143	0
0	0	0
143	143	426
143	143	426
426	426	426
1061	781	694
0	0	0
0	0	0
143	143	426
143	143	0
1061	781	694
143	143	0
426	143	426
143	143	426
1061	781	694
0	0	0
0	0	0
0	0	0
0	0	0
1061	781	694
694	426	694
694	426	694
694	781	694
1061	781	694
143	143	0
0	0	0
0	0	0
694	426	694
1061	781	694
0	0	0
0	0	0
0	0	0
143	143	426
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
143	143	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
426	143	426
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
143	0	0
0	0	0
143	143	0
0	0	0
0	0	0
426	426	426
143	143	426
0	0	0
0	0	0
0	0	0
426	143	426
0	0	0
694	781	694
426	143	426
426	143	426
0	0	0
426	426	426
426	426	426
0	0	0
0	0	0
0	0	0
143	143	0
143	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
143	143	426
0	0	0
426	426	426
426	143	426
0	0	0
1061	781	694
0	0	0
0	0	0
0	0	0
426	426	426
143	143	426
0	0	0
0	0	0
0	0	0
694	781	694
694	426	694
694	781	694
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
426	426	426
694	781	694
1061	781	694
1061	781	694
143	143	426
0	0	0
143	0	0
0	0	0
0	0	0
0	0	0
143	143	426
143	143	426
426	426	426
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
426	426	426
694	426	694
694	781	694
694	781	694
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
694	426	694
694	781	694
694	781	694
1061	781	694
426	143	426
0	0	0
0	0	0
0	0	0
0	0	0
426	426	426
0	0	0
143	143	426
143	143	0
0	0	0
143	0	0
0	0	0
143	143	0
0	0	0
0	0	0
143	143	0
0	0	0
143	143	426
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
143	143	0
694	426	694
694	426	694
694	426	694
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
426	426	426
0	0	0
426	426	426
426	426	426
0	0	0
0	0	0
426	143	426
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
143	143	426
426	426	426
143	143	426
0	0	0
143	0	0
0	0	0
0	0	0
0	0	0
694	426	694
143	143	426
0	0	0
0	0	0
0	0	0
0	0	0
1061	781	694
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
694	426	694
143	143	426
0	0	0
0	0	0
0	0	0
0	0	0
694	781	694
426	143	426
0	0	0
0	0	0
0	0	0
0	0	0
1061	781	694
143	143	426
0	0	0
0	0	0
0	0	0
0	0	0
143	143	426
426	143	426
0	0	0
0	0	0
0	0	0
694	781	694
694	781	694
143	143	426
0	0	0
426	426	426
694	781	694
0	0	0
0	0	0
0	0	0
1061	781	694
694	426	694
426	426	426
0	0	0
426	426	426
694	781	694
426	143	426
426	426	426
0	0	0
1061	781	694
694	781	694
426	426	426
0	0	0
143	0	0
694	781	694
143	143	426
426	426	426
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
143	143	426
0	0	0
0	0	0
0	0	0
0	0	0
694	426	694
426	426	426
143	143	426
143	143	0
426	426	426
143	143	0
0	0	0
0	0	0
0	0	0
143	143	426
0	0	0
0	0	0
0	0	0
0	0	0
143	143	426
694	781	694
694	781	694
0	0	0
694	781	694
694	781	694
694	781	694
694	781	694
143	143	426
426	426	426
694	781	694
426	426	426
1061	781	694
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
694	781	694
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
426	426	426
143	143	0
426	143	426
0	0	0
0	0	0
0	0	0
426	426	426
426	143	426
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
143	143	426
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
694	426	694
143	143	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
426	426	426
143	143	0
0	0	0
0	0	0
0	0	0
143	143	426
426	143	426
143	143	426
0	0	0
0	0	0
143	143	426
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
143	143	426
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
694	781	694
0	0	0
0	0	0
0	0	0
0	0	0
143	143	426
0	0	0
0	0	0
0	0	0
0	0	0
143	143	426
0	0	0
0	0	0
0	0	0
0	0	0
143	143	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
143	143	0
143	143	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
143	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
143	143	426
426	426	426
143	0	0
0	0	0
0	0	0
0	0	0
0	0	0
426	143	426
426	143	426
694	426	694
426	143	426
143	143	0
143	143	0
143	143	426
143	143	426
143	143	426
426	426	426
426	426	426
426	426	426
694	426	694
143	143	0
143	143	0
143	143	426
143	143	0
0	0	0
143	143	426
143	143	426
143	143	426
1061	781	694
143	143	426
143	143	0
143	143	426
426	143	426
143	143	426
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
694	781	694
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
143	143	426
0	0	0
0	0	0
0	0	0
0	0	0
426	426	426
426	143	426
426	143	426
426	426	426
0	0	0
0	0	0
143	143	426
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
143	143	426
0	0	0
0	0	0
0	0	0
0	0	0
426	426	426
0	0	0
0	0	0
0	0	0
0	0	0
143	143	426
0	0	0
143	143	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
426	143	426
0	0	0
0	0	0
0	0	0
0	0	0
426	426	426
0	0	0
0	0	0
0	0	0
143	0	0
0	0	0
0	0	0
0	0	0
0	0	0
694	426	694
0	0	0
0	0	0
0	0	0
143	143	426
0	0	0
0	0	0
0	0	0
0	0	0
426	426	426
0	0	0
0	0	0
143	143	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
426	426	426
0	0	0
0	0	0
143	143	426
143	143	426
0	0	0
0	0	0
0	0	0
0	0	0
426	426	426
0	0	0
0	0	0
0	0	0
143	0	0
0	0	0
0	0	0
426	426	426
0	0	0
0	0	0
0	0	0
1061	781	694
426	143	426
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
143	143	426
143	143	0
426	426	426
143	143	426
0	0	0
426	426	426
0	0	0
143	143	0
0	0	0
0	0	0
143	143	0
426	426	426
143	143	426
0	0	0
426	426	426
0	0	0
143	143	0
0	0	0
0	0	0
143	143	0
143	143	426
0	0	0
0	0	0
694	426	694
143	143	426
0	0	0
0	0	0
0	0	0
143	143	0
143	143	426
0	0	0
0	0	0
694	426	694
143	143	426
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
143	143	426
0	0	0
143	143	426
143	143	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
143	143	0
0	0	0
426	426	426
426	426	426
426	426	426
426	426	426
143	0	0
143	0	0
0	0	0
0	0	0
0	0	0
426	426	426
143	143	426
426	426	426
426	143	426
426	426	426
143	143	426
0	0	0
0	0	0
0	0	0
426	426	426
426	143	426
426	143	426
0	0	0
0	0	0
143	143	426
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
143	143	426
0	0	0
694	426	694
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
143	143	426
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
426	143	426
143	143	426
426	426	426
0	0	0
0	0	0
0	0	0
426	426	426
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
426	143	426
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
143	143	0
426	426	426
426	143	426
0	0	0
0	0	0
0	0	0
0	0	0
143	143	426
0	0	0
0	0	0
143	143	426
0	0	0
0	0	0
0	0	0
143	143	426
0	0	0
0	0	0
0	0	0
0	0	0
143	143	426
143	143	0
0	0	0
426	426	426
0	0	0
0	0	0
0	0	0
0	0	0
426	143	426
0	0	0
